Donor_smiles,HOMO_D(eV),LUMO_D(eV),Acceptor_smiles,HOMO_A(eV),LUMO_A(eV),PCE,Jsc(mA/cm2),FF,Voc(V),DOI
FC1=C(C(S2)=CC(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C2C3=CC=C(C4=CC=C(C)S4)S3)C5=NSN=C5C(C6=CC(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C)S6)=C1F,-5.76 ,-3.59 ,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S,-5.73 ,-3.92 ,0.31,0.60,0.51,1.04,10.1021/acs.chemmater.9b03327
CC1=CC(CCCCCC)=C(C)S1,-5.00 ,-3.10 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C(C7=NN(CCCCCCCC)N=C78)=CC=C8/C=C9SC(N(C/9=O)CC)=O)=C6)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C=C(C%13=CC=C(/C=C%14C(N(CC)C(S\%14)=O)=O)C%15=NN(CCCCCCCC)N=C%13%15)S%12,-5.43 ,-3.38 ,4.50,6.15,0.60,1.22,10.1021/acsmacrolett.7b00097
CC1=CC2=C(C(CCC(CCCCCC)CCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(CC(CCCC)CCCCCC)N=C64)S3)S7)C7=C2CCC(CCCC)CCCCCC)S1,-5.36 ,-3.05 ,O=C1C(/C(C2=C1C=CC=C2)=C(C#N)/C#N)=C\C3=CC4=C(C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C(C(C8=CC=C(CC(CC)CCCC)S8)=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14/C(C%15=C(C%14=O)C=CC=C%15)=C(N=O)\C#N)=C%13)C9=C%16C%17=CC=C(CC(CC)CCCC)S%17)=C%16S5)S3,-5.43 ,-3.92 ,11.00,18.88,0.63,0.93,10.1002/adma.201702125
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C(C1=CC(C2=CC=C(/C(C(C=C3)=CC=C3C(C=C4C(N(C(C5=C4C6=C7C=C5)=O)C(CCCCCC)CCCCCC)=O)=C6C8=CC=C(C9=C%10C=CC7=C98)C(N(C%10=O)C(CCCCCC)CCCCCC)=O)=C(C(C=C%11)=CC=C%11C(C=C%12C(N(C(C%13=C%12C%14=C%15C=C%13)=O)C(CCCCCC)CCCCCC)=O)=C%14C%16=CC=C(C%17=C%18C=CC%15=C%17%16)C(N(C%18=O)C(CCCCCC)CCCCCC)=O)\C(C=C%19)=CC=C%19C(C=C%20C(N(C(C%21=C%20C%22=C%23C=C%21)=O)C(CCCCCC)CCCCCC)=O)=C%22C%24=CC=C(C%25=C%26C=CC%23=C%25%24)C(N(C%26=O)C(CCCCCC)CCCCCC)=O)C=C2)=C%27C%28=CC=C(C%29=C%30C=CC%31=C%29%28)C(N(C%30=O)C(CCCCCC)CCCCCC)=O)N(C(C%32=C1C%27=C%31C=C%32)=O)C(CCCCCC)CCCCCC,-5.77 ,-3.72 ,1.11,3.70,0.50,0.61,10.1002/adma.201600997
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.28 ,-3.48 ,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C/C4=CC(C5(C6=CC=C(OCC(CC)CCCC)C=C6)C7=CC=C(OCC(CC)CCCC)C=C7)=C(C8=C5C9=CC(C=CC%10=C%11C(C%12=CC=C(OCC(CC)CCCC)C=C%12)(C%13=CC=C(OCC(CC)CCCC)C=C%13)C%14=C%10SC(/C=C%15C(C(C=C(C=CC=C%16)C%16=C%17)=C%17C\%15=C(C#N)\C#N)=O)=C%14)=C%11C=C9C=C8)S4,-5.44 ,-3.80 ,10.91,17.11,0.69,0.92,10.1002/aenm.201803541
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.39 ,-3.41 ,O=C(N(CCCCCCCC)C(S/1)=S)C1=C\C2=CC=C(C3=CC=C(/C=C4C(N(CCCCCCCC)C(S/4)=S)=O)S3)S2,-5.67 ,-3.57 ,9.39,14.43,0.58,1.06,10.1039/c9ta07919j
CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,-5.00 ,-3.10 ,CCN1C(=O)S/C(=C\c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6\SC(=O)N(CC)C6=O)c6nsnc46)cc3C5(CC)CC)c3nsnc23)C1=O,-5.41 ,-3.56 ,7.62,20.45,0.49,0.80,10.1002/solr.201700166
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C5=C(C4(CC(CC)CCCC)CC(CC)CCCC)C=C(C6=C(OCC(CC)CCCC)C(SC(C(S7)=CC8=C7C(S9)=C(C(CC(CCCC)CC)8CC(CCCC)CC)C=C9/C=C%10C(C(C=C%11F)=C(C\%10=C(C#N)\C#N)C=C%11F)=O)=C%12CCC(CCCC)CC)=C%12S6)S5)=C(C#N)\C#N,-5.21 ,-3.75 ,7.81,22.50,0.62,0.57,10.1021/acsami.1c21089
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-2.92 ,CCCCCCC(C=C1)=CC=C1C(C2=C3SC4=C2SC(/C=C5C(C(C=CC(C)=C6)=C6C\5=C(C#N)\C#N)=O)=C4)(C7=CC=C(CCCCCC)C=C7)C8=C3C=CC9=C8C=CC%10=C9C(C%11=C%10SC%12=C%11SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%12)(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16,-5.53 ,-3.73 ,8.30,13.03,0.66,0.96,10.1039/c7ta05809h
CC1=CC(C(S1)=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCCCC)CCCCCC)N=C68)S5)S4)C9=CC(Cl)=C(CC(CC)CCCC)S9,-5.39 ,-3.45 ,O=C(N/1CC)/C(SC1=C(C#N)\C#N)=C/C2=CC=C(C3=CC4=C(C5=CC6=C(C=C5C4(C7=CC=C(C=C7)CCCCCC)C8=CC=C(C=C8)CCCCCC)C(SC(C9=CC=C(C%10=NN(N=C9%10)CCCCCCCC)/C=C%11S/C(N(C\%11=O)CC)=C(C#N)\C#N)=C%12)=C%12C6(C%13=CC=C(C=C%13)CCCCCC)C%14=CC=C(C=C%14)CCCCCC)S3)C%15=NN(CCCCCCCC)N=C2%15,-5.49 ,-3.73 ,10.50,13.16,0.67,1.24,10.1021/acs.chemmater.8b05316
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-2.92 ,CCCCCCC(C=C1)=CC=C1C(C2=C3SC4=C2SC(/C=C5C(C(C=CC(F)=C6)=C6C\5=C(C#N)\C#N)=O)=C4)(C7=CC=C(CCCCCC)C=C7)C8=C3C=CC9=C8C=CC%10=C9C(C%11=C%10SC%12=C%11SC(/C=C%13C(C(C=CC(F)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%12)(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16,-5.52 ,-3.77 ,8.10,15.04,0.66,0.81,10.1039/c7ta05809h
O=C(/C(S1)=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C(S5)=CC6=C5C(C7=CC=C(CC(CC)CCCC)S7)=C(C=C(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11C(N(CCCC)C(S/%11)=S)=O)S%12)C%12=C9C%13=CC=C(CC(CC)CCCC)S%13)S%14)C%14=C6C%15=CC=C(CC(CC)CCCC)S%15)S%16)C%16=C3C%17=CC=C(CC(CC)CCCC)S%17)N(CCCC)C1=S,-5.51 ,-3.34 ,O=C(C1=C2C=C(C(F)=C1)F)C(/C2=C(C#N)\C#N)=C\C3=CC4=C(S3)C(C(C5=CC=C(C=C5)CCCCCC)(C6=CC7=C(C(C8=CC=C(C=C8)CCCCCC)(C9=C7SC%10=C9SC(/C=C(C(C%11=C%12C=C(C(F)=C%11)F)=O)/C%12=C(C#N)\C#N)=C%10)C%13=CC=C(C=C%13)CCCCCC)C=C%146)C%15=CC=C(C=C%15)CCCCCC)=C%14S4,-5.74 ,-4.01 ,11.24,18.27,0.68,0.91,10.1002/inf2.12163
CC(S1)=C(CC2CCCCC2)C=C1C(C3=NN(CC(CCCCCCCC)CCCCCC)N=C34)=C(F)C(F)=C4C5=CC(CC6CCCCC6)=C(C7=CC8=C(C(C9=CC=C(SCC(CC)CCCC)S9)=C%10C=C(SC%10=C8C%11=CC=C(SCC(CC)CCCC)S%11)C)S7)S5,-5.33 ,-3.36 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.61 ,-4.02 ,12.15,17.61,0.73,0.94,10.1039/c9ta02384d
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.22 ,-3.64 ,O=C(/C(S1)=C/C2=CC=C(C3=CC=C(C4=CC=C(C(C=CC(C5=CC=C(C6=CC=C(/C=C7SC(N(CC)C\7=O)=S)O6)C8=NSN=C58)=C9)=C9C%10(CC(CC)CCCC)CC(CC)CCCC)C%10=C4)C%11=NSN=C3%11)O2)N(CC)C1=S,-5.67 ,-3.58 ,9.40,15.70,0.72,0.83,10.1039/c7cc08237a
CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,-5.00 ,-2.90 ,CCn1nc2c(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4c6ccsc6c(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc46)cc3C5(CC)CC)c3ccsc3c(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c2n1,-5.41 ,-3.63 ,7.65,12.08,0.64,0.99,10.1039/C8CC01779D
CC1=CC(C(C2=CC=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC=C(CC(CC)CCCC)S%10)=C9S1,-5.34 ,-3.44 ,FC(C(C1=C2C(C=C(CC(CC)CCCC)S2)=C(/C=C3C(C(C=C(F)C(F)=C4)=C4C\3=C(C#N)/C#N)=O)S1)=C5)=CC6=C5[Si](CCCCCCCC)(CCCCCCCC)C7C6[Si](CCCCCCCC)(CCCCCCCC)C8=C7C=C(F)C(C9=C%10C(C=C(CC(CC)CCCC)S%10)=C(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)/C#N)=O)S9)=C8,-5.54 ,-3.87 ,10.33,16.47,0.75,0.83,10.1021/acs.chemmater.7b04930
CC1=CC2=C(S1)C(C3=CC(F)=C(CC(CC)CCCC)C3)=C4C(SC(C5=C(CC(CCCC)CCCCCC)C=C(C6=CC7=C(C(SC(C8=CC(CC(CCCC)CCCCCC)=C(C)S8)=C9)=C9C%10=NSN=C%107)S6)S5)=C4)=C2C%11=CC(F)=C(CC(CCCC)CC)S%11,-5.53 ,-3.47 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC=C3C4=C(C5=C(OCCCCCC)C=CC=C5OCCCCCC)C(SC(C6=CC=C(S6)/C=C7C(C(C=C(F)C(F)=C8)=C8C\7=C(C#N)\C#N)=O)=C9C%10=C(OCCCCCC)C=CC=C%10OCCCCCC)=C9S4,-5.59 ,-3.60 ,15.29,24.23,0.76,0.83,10.1016/j.xcrp.2022.101169
CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCCCC)CCCCCCCCCC,-5.24 ,-3.59 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15,-5.66 ,-3.93 ,6.60,13.32,0.57,0.85,10.1002/aenm.201701674
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(C1=CC(C2=CC=C(C3=C(C(C=C4)=CC=C4C(C=C5C(N(C(C6=C5C7=C8C=C6)=O)C(CCCCCC)CCCCCC)=O)=C7C9=CC=C(C%10=C%11C=CC8=C%109)C(N(C%11=O)C(CCCCCC)CCCCCC)=O)N=C(C(C=C%12)=CC=C%12C(C=C%13C(N(C(C%14=C%13C%15=C%16C=C%14)=O)C(CCCCCC)CCCCCC)=O)=C%15C%17=CC=C(C%18=C%19C=CC%16=C%18%17)C(N(C%19=O)C(CCCCCC)CCCCCC)=O)C(C(C=C%20)=CC=C%20C(C=C%21C(N(C(C%22=C%21C%23=C%24C=C%22)=O)C(CCCCCC)CCCCCC)=O)=C%23C%25=CC=C(C%26=C%27C=CC%24=C%26%25)C(N(C%27=O)C(CCCCCC)CCCCCC)=O)=N3)C=C2)=C%28C%29=CC=C(C%30=C%31C=CC%32=C%30%29)C(N(C%31=O)C(CCCCCC)CCCCCC)=O)N(C(C%33=C1C%28=C%32C=C%33)=O)C(CCCCCC)CCCCCC,-5.86 ,-3.76 ,5.83,12.97,0.51,0.88,10.1002/adma.201600997
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCCCC)CCCCCC)N=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9,-5.21 ,-2.99 ,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=C(CCCCCCCC)C4=C3C5=C(C4(CC(CCCC)CC)CC(CCCC)CC)C=C(C6=C(OCC(CC)CCCC)C(OCC(CC)CCCC)=C(C(S7)=CC8=C7C(S9)=C(C(CC(CC)CCCC)8CC(CC)CCCC)C(CCCCCCCC)=C9/C=C%10C(C(C=C%11F)=C(C\%10=C(C#N)\C#N)C=C%11F)=O)C%12=NN(CC(CC)CCCC)N=C6%12)S5)=C(C#N)\C#N,-5.43 ,-3.83 ,14.82,26.02,0.70,0.81,10.1002/anie.202106753
CC1=CC(C(C2=CC(F)=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC(F)=C(CC(CC)CCCC)S%10)=C9S1,-5.45 ,-3.64 ,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=C(CCCCCCCCCCC)C4=C3C(N5CC(CCCC)CCCCCC)=C(S4)C6=C5C(N(CC(CCCC)CCCCCC)C7=C8SC9=C7[Se]C(/C=C%10C(C(C=C%11F)=C(C\%10=C(C#N)\C#N)C=C%11F)=O)=C9CCCCCCCCCCC)=C8C%12=NSN=C%126)=C(C#N)\C#N,-5.70 ,-3.86 ,17.51,26.58,0.78,0.85,10.1002/anie.202104766
CC(SC1=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.40 ,-3.60 ,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C8=CC=C(CC(CCCC)CC)S8)C9=C(C(C%10=CC=C(CC(CC)CCCC)S%10)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)\C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N,-5.48 ,-3.84 ,10.10,15.49,0.59,1.07,10.1021/acsami.9b11700
CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.45 ,-3.65 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C(C(C(C=C5)=CC=C5CCCCCC)(C(C=C6)=CC=C6CCCCCC)C7=C8C=C(N9CC(CC)CCCC)C(C(C9=C%10)=CC%11=C%10C(SC%12=C%13SC(/C=C%14/C(C%15=C(C%14=O)C=CC=C%15)=C(C#N)\C#N)=C%12)=C%13C%11(C(C=C%16)=CC=C%16CCCCCC)C(C=C%17)=CC=C%17CCCCCC)=C7)=C8S4,-5.54 ,-3.97 ,7.02,12.65,0.51,1.07,10.1039/c9ta08573d
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(C1=CC=C2C3=C1C4=CC(C5=C6C(CC7=C8C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C7C=C(C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%15CC%16=C%14CC%17=C%16C(C=C%18C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%20C%21=C%18C%19=CC=C%21C%22=CC=C(C(N%23C(CCCCCC)CCCCCC)=O)C%24=C%22C%20=C%17C=C%24C%23=O)C%15=C%11)=C8C5)=C3C%25=C6C=C%26C%27=C%25C2=CC=C%27C(N(C(CCCCCC)CCCCCC)C%26=O)=O)N(C(CCCCCC)CCCCCC)C4=O,-5.48 ,-3.75 ,7.33,13.24,0.56,0.99,10.1039/C6TA07368A
CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,-5.20 ,-3.59 ,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CC)CC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CC)CC)nc2)sc1-3,-5.51 ,-3.89 ,7.14,15.20,0.49,0.96,10.1016/j.synthmet.2021.116922
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.22 ,-3.64 ,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10C=C%11C(C(SC(C%12=CC=C%13C%14=C%12C=CC=C%14C%15=C%16C%13=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%17=O)=O)C%16C%17C(CC(C)(C)C)=C%15)=C%18)=C%18C%11(C%19=CC=C(CCCCCC)C=C%19)C%20=CC=C(CCCCCC)C=C%20)=C9)=C%10S6)C%21=C5C4=CC=C%21,-5.56 ,-3.67 ,0.10,0.40,0.38,0.70,10.1021/acs.joc.7b00272
CCC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC)SC(CC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC)S3)C3=C2SC(C)=C3)S1,-5.50 ,-3.61 ,CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc(-c5ccc(C(F)(F)F)cc5)c(-c5ccc(C(F)(F)F)cc5)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.64 ,-4.11 ,13.28,25.19,0.63,0.84,10.1016/j.orgel.2021.106282
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-3.53 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(S3)C5=C4C=C(S5)C6=CC(F)=C(C(S7)=CC8=C7C(SC(/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CC(CC)CCCC)CC(CC)CCCC)C=C6F,-5.53 ,-3.83 ,8.82,16.26,0.68,0.80,10.1002/advs.201800755
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.20 ,-3.69 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(SC5=C4SC6=C5C(C7=C6SC8=C7SC(/C=C9C(C(C=CC(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C8)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C%13=C2C(SC(/C=C%14C(C(C=CC(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%16)=C%16S%13,-5.36 ,-3.92 ,12.10,24.73,0.68,0.72,10.1039/c8ta11637g
CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.48 ,-3.60 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.66 ,-3.93 ,10.75,16.42,0.65,1.00,10.1039/c9ta04789a
CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.45 ,-3.65 ,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(CC(CC)CCCC)C=C(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)/C#N)CC(CC)CCCC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,-5.41 ,-3.84 ,3.80,7.65,0.45,1.11,10.1021/acsami.9b10243
