Donor_smiles,HOMO_D(eV),LUMO_D(eV),Acceptor_smiles,HOMO_A(eV),LUMO_A(eV),PCE,Jsc(mA/cm2),FF,Voc(V),DOI
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.29 ,-3.72 ,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC7=C(CC(CC)CCCC)C8=C(C=C(C9=CC%10C%11C%12=C9C%13=CC=C(C(N%14C(CCCCCC)CCCCCC)=O)C%15=C%13C(C%12=CC=C%11C(N(C(CCCCCC)CCCCCC)C%10=O)=O)=CC=C%15C%14=O)S8)C(CC(CC)CCCC)=C7S6)C=C%16C%17=C5C4=CC=C%17C(N(C(CCCCCC)CCCCCC)C%16=O)=O,-5.82 ,-3.87 ,3.26,8.96,0.42,0.87,10.1021/acsami.8b01308
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C(N1CC(CC)CCCC)C(C2=C1C3=CC=C(C4=CC=C5C(C(CCCCCCCC)(CCCCCCCC)C6=C5C=CC(C7=CC=C(C8=C9C(C(N8CC(CC)CCCC)=O)=C(C%10=CC=C(C%11=CC=C(C#N)S%11)S%10)N(CC(CC)CCCC)C9=O)S7)=C6)=C4)S3)=C(C%12=CC=C(C%13=CC=C(C#N)S%13)S%12)N(CC(CC)CCCC)C2=O,-5.31 ,-3.65 ,2.37,6.25,0.39,0.97,10.1039/C6TA00056H
CC1=CC(C(C2=CC(F)=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC(F)=C(CC(CC)CCCC)S%10)=C9S1,-5.45 ,-3.64 ,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C5=C(C4(CC(CCCC)CC)CC(CCCC)CC)C=C(C(S6)=C7C(C(N(CCCCCCCC)C7=O)=O)=C6C(S8)=CC9=C8C(S%10)=C(C(CC(CC)CCCC)9CC(CC)CCCC)C=C%10/C=C%11C(C(C=C%12F)=C(C\%11=C(C#N)\C#N)C=C%12F)=O)S5)=C(C#N)\C#N,-5.65 ,-4.01 ,11.82,22.30,0.65,0.81,10.1021/acsami.2c03723
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.22 ,-3.64 ,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=CC(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C=C8S5)=C(C#N)/C#N)C=CC=C2,-5.43 ,-3.88 ,6.74,14.59,0.58,0.80,10.1002/adma.201707508
CCC[Si](CCC)(C1=CC=C(C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C57)S4)S2)=C8C(SC(C)=C8)=C3C9=CC=C([Si](CCC)(CCC)CCC)S9)S1)CCC,-5.40 ,-3.24 ,O=C(C1=C(C)SC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C%11=C(C)SC=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=CC(CCCCCC)=C%12)C%13=CC(CCCCCC)=CC=C%13)=C8C=C6C(C%14=CC(CCCCCC)=CC=C%14)5C%15=CC=CC(CCCCCC)=C%15,-5.54 ,-3.90 ,12.08,18.45,0.69,0.92,10.1039/c7ta11339k
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.22 ,-3.64 ,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C(S6)=CC=C6C7=CC=C8C9=C7C=CC=C9C%10=C%11C8=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%12=O)=O)C%11C%12C(CC(C)(C)C)=C%10)C%13=C5C4=CC=C%13,-5.77 ,-3.76 ,0.10,0.20,0.44,0.68,10.1021/acs.joc.7b00272
CC(S1)=CC=C1C2=C(OCC(CCCCCC)CCCCCCCC)C=C(C3=CC=C(C4=C(F)C(F)=C(C)C5=NSN=C45)S3)C(OCC(CCCCCCCC)CCCCCC)=C2,-5.43 ,-3.67 ,O=C(N(CC)C1=S)/C(S1)=C/C2=CC=C(C3=C(OCCCCCC)C(OCCCCCC)=C(C4=NSN=C34)C5=CC=C(/C=C6SC(N(C\6=O)CC)=S)S5)S2,-5.61 ,-3.80 ,6.90,11.23,0.57,1.07,10.1021/acsami.9b09256
CCN1N=C2C(C3=CC=C(C)S3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C6=CC=C([Si](CC)(CC)CC)S6)C6=C(C=C(C)S6)C(C6=CC=C([Si](CC)(CC)CC)S6)=C5S4)S3)C2=N1,-5.25 ,-3.18 ,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.51 ,-3.90 ,10.50,17.30,0.66,0.92,10.1002/solr.201700107
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-2.92 ,O=C1C2=C(C(/C1=C/C3=CC(SC(C4=C5C=C(C6=C(C7(CCCCCCCC)CCCCCCCC)C=C8C(C(C9=C8SC%10=C9SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%10)(CCCCCCCC)CCCCCCCC)=C6)C7=C4)=C%13C5(CCCCCCCC)CCCCCCCC)=C%13S3)=C(C#N)\C#N)C=CC=C2,-5.56 ,-3.95 ,9.00,17.52,0.54,0.93,10.1002/asia.201801669
CC(S1)=CC2=C1C(C3=CC=C(C(CCC)(CCC)CCC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCCCC)CCCCCC)N=C75)S4)S8)C8=C2C9=CC=C(C(CCC)(CCC)CCC)S9,-5.40 ,-3.24 ,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C/C4=CC(S5)=C(S4)C6=C5C7=C(C6(C8=CC=C(CC(CCCCCC)CCCC)C=C8)C9=CC=C(CC(CCCC)CCCCCC)C=C9)C=C%10C(C(C%11=CC=C(CC(CCCC)CCCCCC)C=C%11)(C%12=CC=C(CC(CCCC)CCCCCC)C=C%12)C%13=C%10SC%14=C%13SC(/C=C%15C(C(C=C(C=CC=C%16)C%16=C%17)=C%17C\%15=C(C#N)/C#N)=O)=C%14)=C7,-5.42 ,-3.86 ,11.05,17.77,0.69,0.90,10.1039/C8TA00764K
CCC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC)SC(CC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC)S3)C3=C2SC(C)=C3)S1,-5.45 ,-3.65 ,CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3-c3ccc4cc5c6c(ccc5cc4c32)-c2sc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(OCC)cc2)c2ccc(OCC)cc2)cc1,-5.71 ,-3.89 ,13.27,19.52,0.76,0.90,10.1002/aenm.201803541
CC1=CC(C(C2=CC(F)=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC(F)=C(CC(CC)CCCC)S%10)=C9S1,-5.45 ,-3.64 ,O=C(N(CCCCCCCC)C(S/1)=S)C1=C\C2=CC=C(C3=CC=C(/C=C4C(N(CCCCCCCC)C(S/4)=S)=O)S3)S2,-5.89 ,-3.64 ,9.33,14.72,0.59,1.07,10.1002/aenm.201804021
CC1=CC2=C(S1)C(C(S3)=CC=C3CC(CCCC)CC)=C4C(SC(C(S5)=CC=C5C(N6CC(CCCCCC)CCCC)=C7C(C6=O)=C(C8=CC=C(C)S8)N(CC(CCCC)CCCCCC)C7=O)=C4)=C2C(S9)=CC=C9CC(CCCC)CC,-5.22 ,-3.65 ,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,-5.43 ,-4.19 ,8.14,18.50,0.65,0.68,10.1002/adfm.201902441
CC(SC1=C2C3=CC=C(SCC(CCCC)CCCCCC)S3)=CC1=C(C4=CC=C(SCC(CCCC)CCCCCC)S4)C5=C2C=C(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCCCC)CCCCCCCC)N=C97)S6)S5,-5.38 ,-3.56 ,O=C1C2=C(C=C3C(C=CC=C3)=C2)C(/C1=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=C7SC8=C(C(C=C9)=CC=C9SCC(CCCC)CC)C(C(S%10)=C(C%11=C%10C(SC(/C=C%12\C(C(C=C%13C(C=CC=C%13)=C%14)=C%14C%12=O)=C(C#N)/C#N)=C%15)=C%15C%11(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S%18)=C%18C(C%19=CC=C(C=C%19)SCC(CC)CCCC)=C68)C%20=CC=C(CCCCCC)C=C%20)=C7S4)=C(C#N)\C#N,-5.45 ,-3.77 ,6.32,13.02,0.52,0.90,10.1021/acsami.9b14981
CC1=CC(C(C2=CC(F)=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC(F)=C(CC(CC)CCCC)S%10)=C9S1,-5.45 ,-3.64 ,O=C1C2=C(C=C(C=C(F)C(F)=C3)C3=C2)C(/C1=C/C(S4)=C(CCCCCCCCC)C5=C4C(N6CC(CCCCCC)CCCC)=C(S5)C7=C6C(N(CC(CCCCCC)CCCC)C8=C9SC%10=C8SC(/C=C%11C(C(C=C(Cl)C(Cl)=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%10CCCCCCCCC)=C9C%13=NSN=C%137)=C(C#N)\C#N,-5.63 ,-4.09 ,18.80,27.90,0.79,0.85,10.1039/D3EE00630A
CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C(C7=NN(CCCCCCCC)N=C78)=C(C(C(N9CCCCCCCC)=O)=C8C%10=CC=C(C)S%10)C9=O)S6,-5.38 ,-3.54 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.61 ,-4.02 ,9.12,16.62,0.60,0.92,10.1021/acsami.8b05700
CC1=CC(C(C2=CC(F)=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC(F)=C(CC(CC)CCCC)S%10)=C9S1,-5.45 ,-3.64 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCC(C)C)CCCCC(C)C)C=C6C(C(CCCCC(C)C)(CCCCC(C)C)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)=C5,-5.84 ,-3.84 ,13.53,18.91,0.74,0.96,10.1039/D0QM01037E
CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.33 ,-2.92 ,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,-5.69 ,-3.91 ,6.46,12.30,0.57,0.93,10.1016/j.synthmet.2021.116880
CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.40 ,-3.64 ,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C(C4=C3SC5=C4SC(/C=C6C(C(SC(Cl)=C7)=C7C\6=C(C#N)\C#N)=O)=C5)(CCCCCCCC)CCCCCCCC)C=C2C8=C1C(SC(/C=C9C(C%10=C(SC(Cl)=C%10)C\9=C(C#N)/C#N)=O)=C%11)=C%11S8,-5.50 ,-3.93 ,12.70,17.90,0.73,0.95,10.1021/acs.chemmater.9b00980
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.23 ,-3.42 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6C=C8C(C(SC(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CCCCCC)CCCCCC)=C7)=C5,-5.60 ,-3.97 ,9.75,16.84,0.63,0.91,10.1039/c7ta02141k
CC(S1)=CC2=C1C(C3=CC(F)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCCCC)CCCCCC)N=C75)S4)S8)C8=C2C9=CC(F)=C(CC(CCCC)CC)S9,-5.36 ,-3.42 ,O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC4=C3C5=CC(C(C=CC=C6C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(/C=C%11/C(C(C=CC=C%12)=C%12C%11=O)=C(C#N)/C#N)=C9)=C6C%10=C%13)=C%13C%14=CC=CC(C4(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=C%145)=C(C#N)\C#N,-5.44 ,-3.82 ,6.12,13.41,0.49,0.94,10.1016/j.dyepig.2019.108012
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C(C1=C2C3=CC=C(/C=C4C(N(CC)C(S/4)=S)=O)S3)N(C(C5=CC=C(/C=C6C(N(CC)C(S/6)=S)=O)S5)=C1C(N2CC(CCCC)CC)=O)CC(CCCC)CC,-5.81 ,-3.99 ,2.16,6.54,0.55,0.60,10.1021/acsami.6b15717
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=C(C7CCCCC7)C=C(C8=C9C(C(C%10=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%10C9=O)=O)=C(C%11=CC(C%12CCCCC%12)=C(C)S%11)S8)S6,-5.52 ,-3.67 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.61 ,-4.02 ,8.21,13.64,0.60,0.95,10.1039/c9tc02663k
CC1=CC(CCCCCC)=C(C)S1,-5.10 ,-3.20 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.43 ,-3.81 ,1.50,5.20,0.52,0.55,10.1039/c9ta07361b
CC1=CC(C(C2=CC=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC=C(CC(CC)CCCC)S%10)=C9S1,-5.34 ,-3.44 ,O=C1C2=C(C=CC(F)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(N4CCCCCCCC)C6=C5C7=CC(C(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C%11SC%12=C%10SC%13=C%12SC(/C=C%14/C(C(C=CC(F)=C%15)=C%15C%14=O)=C(C#N)/C#N)=C%13)=C%11C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C(C#N)\C#N,-5.40 ,-4.07 ,12.30,20.00,0.69,0.89,10.1039/C9TA07634D
CC1=CC(C(C2=CC=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC=C(CC(CC)CCCC)S%10)=C9S1,-5.34 ,-3.44 ,O=C(C(C=C(C)C=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C(SC(/C=C7C(C(C=C(C)C=C8)=C8C\7=C(C#N)/C#N)=O)=C9)=C9C6(CCCCCCCC)CCCCCCCC)C=C5C4(CCCCCCCC)CCCCCCCC,-5.73 ,-3.85 ,9.68,15.64,0.72,0.86,10.1002/adma.201703527
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-2.92 ,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=CC=C(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)[Se]4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=CC=C(/C=C%12/C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)/C#N)[Se]%11)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,-5.41 ,-3.87 ,9.36,17.31,0.60,0.88,10.1039/C8TA00783G
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-2.92 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=C(C=CC6=C5C=CC7=C6C(SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C%10)=C%10C7(CC(CC)CCCC)CC(CC)CCCC)C4(CC(CC)CCCC)CC(CC)CCCC,-5.91 ,-3.93 ,9.03,12.92,0.73,0.96,10.1021/acs.chemmater.7b02887
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.40 ,-3.30 ,O=C(N(CC(CCCC)CCCCCC)C1=O)C2=CC=C3C4=C2C1=CC=C4C5=NC6=C(C=C(N=C7C(C8=CC=C9C%10=C8C7=CC=C%10C(N(CC(CCCC)CCCCCC)C9=O)=O)=C%11C%12=CC=CC=C%12)C%11=C6)C(C%13=CC=CC=C%13)=C53,-5.80 ,-3.60 ,3.00,9.02,0.35,0.96,10.1002/aenm.201402041
CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,-5.24 ,-3.66 ,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(C=C(C#N)C#N)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(C=C(C#N)C#N)c5nn(CC)nc35)sc2-4)cc1,-5.56 ,-3.66 ,6.68,16.16,0.60,0.69,10.1002/adma.201604241
CC1=C(C(F)=C(C(OCC(CC)CCCC)=O)S2)C2=C(C3=CC4=C(OCC(CCCC)CC)C(SC(C)=C5)=C5C(OCC(CCCC)CC)=C4S3)S1,-5.14 ,-3.51 ,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CCC(C3=C4C=CC1=C32)=C5C(C(C=C6C(N(C(CCCCC)CCCCC)C7=O)=O)=C8C9=C6C7=CCC9=C%10C%11=C8C=CC%12=C%11C(C(N(C(CCCCC)CCCCC)C%12=O)=O)=CC%10)C=C%13C%14=C5C4=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O,-5.81 ,-3.75 ,1.69,3.66,0.51,0.79,10.1002/adfm.201501971
CCOc1c2ccsc2c(-c2ccc3ccccc3c2)c2cc(-c3ccc(-c4sc(-c5ccc(-c6cc7c(OCC)c8sc(-c9ccc(-c%10sc(-c%11ccc(-c%12cc%13c(OCC)c%14sc(-c%15ccc(-c%16sc(-c%17cccs%17)c%17c%16C(=O)c%16c(CC)sc(CC)c%16C%17=O)s%15)cc%14c(-c%14ccc%15ccccc%15c%14)c%13s%12)s%11)c%11c%10C(=O)c%10c(CC)sc(CC)c%10C%11=O)s9)cc8c(-c8ccc9ccccc9c8)c7s6)s5)c5c4C(=O)c4c(CC)sc(CC)c4C5=O)s3)sc12,-5.41 ,-3.58 ,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.60 ,-3.93 ,10.50,16.81,0.66,0.94,10.1021/acs.chemmater.7b02495
FC1=C(C2=CC=C(C3=CC(C(C4=CC=C(CC(CCCC)CCCCCCC)S4)=C(SC(C)=C5)C5=C6C7=CC=C(CC(CCCC)CCCCCC)S7)=C6S3)S2)C8=NC(C9=CC(F)=C(CC(CC)CCCC)S9)=C(C%10=CC(F)=C(CC(CC)CCCC)S%10)N=C8C(C%11=CC=C(C)S%11)=C1F,-5.38 ,-3.67 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.48 ,-3.83 ,7.22,13.75,0.56,0.94,10.1039/C7TA10262C
CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.33 ,-3.53 ,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc35)sc2-4)cc1,-5.45 ,-3.95 ,8.13,14.66,0.61,0.91,10.1002/smtd.201700330
